stage_table,performance,moj_osa_stage,PerformanceID,varchar,800,0,0
stage_table,performance,moj_osa_stage,Customer,varchar,800,0,0
stage_table,performance,moj_osa_stage,Item,varchar,800,0,0
stage_table,performance,moj_osa_stage,Part,varchar,800,0,0
stage_table,performance,moj_osa_stage,CPU_Total,varchar,4000,0,0
stage_table,performance,moj_osa_stage,Disk_Total,varchar,4000,0,0
stage_table,performance,moj_osa_stage,FreeMemory_KBytes,varchar,4000,0,0
stage_table,performance,moj_osa_stage,TotalMemory_KBytes,varchar,4000,0,0
stage_table,performance,moj_osa_stage,Performance_Timestamp,varchar,4000,0,0
stage_table,performance,moj_osa_stage,StageLoad_Timestamp,timestamp,0,0,0
stage_table,performance_cpu,moj_osa_stage,PerformanceID,varchar,800,0,0
stage_table,performance_cpu,moj_osa_stage,CPUName,bigint,0,0,0
stage_table,performance_cpu,moj_osa_stage,CPUUsage_Percent,varchar,4000,0,0
stage_table,performance_cpu,moj_osa_stage,StageLoad_Timestamp,timestamp,0,0,0
stage_table,performance_disk_space,moj_osa_stage,PerformanceID,varchar,800,0,0
stage_table,performance_disk_space,moj_osa_stage,DiskName,varchar,800,0,0
stage_table,performance_disk_space,moj_osa_stage,FreeSpace_Byte,varchar,800,0,0
stage_table,performance_disk_space,moj_osa_stage,TotalSpace_Byte,varchar,800,0,0
stage_table,performance_disk_space,moj_osa_stage,StageLoad_Timestamp,timestamp,0,0,0
stage_table,performance_disk_usage,moj_osa_stage,PerformanceID,varchar,800,0,0
stage_table,performance_disk_usage,moj_osa_stage,DiskName,varchar,800,0,0
stage_table,performance_disk_usage,moj_osa_stage,ReadUsage_Percent,varchar,800,0,0
stage_table,performance_disk_usage,moj_osa_stage,WriteUsage_Percent,varchar,800,0,0
stage_table,performance_disk_usage,moj_osa_stage,StageLoad_Timestamp,timestamp,0,0,0
stage_table,metadata,moj_osa_stage,PerformanceID,varchar,800,0,0
stage_table,metadata,moj_osa_stage,Customer,varchar,800,0,0
stage_table,metadata,moj_osa_stage,Item,varchar,800,0,0
stage_table,metadata,moj_osa_stage,Part,varchar,800,0,0
stage_table,metadata,moj_osa_stage,Instance,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,Environment,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,Site,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,TotalLines,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,Performance_Filename,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,FileVersion,varchar,50,0,0
stage_table,metadata,moj_osa_stage,FileUploadDate,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,Machine_Date,varchar,4000,0,0
stage_table,metadata,moj_osa_stage,StageLoad_Timestamp,timestamp,0,0,0
stage_table,metadata_file,moj_osa_stage,customer_item_part,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,customer,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,instance,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,item,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,part,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,customer_item,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,date,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,eventlevel,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,filename,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,threadidentifier,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,time,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,userid,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,clientip,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,clientport,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,clienttool,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,connectionmessage,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,connectionmessageusertype,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,encryptionmessage,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,ipmessage,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,environment,varchar,800,0,0
stage_table,metadata_file,moj_osa_stage,site,varchar,800,0,0
hub,cpu_performance,moj_osa_dv,CPUName,bigint,0,0,0
hub,cpu_performance,moj_osa_dv,PerformanceID,varchar,800,0,0
hub,disk_performance,moj_osa_dv,DiskName,varchar,0,0,0
hub,disk_performance,moj_osa_dv,PerformanceID,varchar,800,0,0
hub,performance,moj_osa_dv,PerformanceID,varchar,800,0,0
hub,metadata,moj_osa_dv,customer_item_part,varchar,800,0,0
